company_name,date,avg_sentiment
continental,2025-05-12,0.17448333333333332
continental,2025-05-19,0.22527499999999998
continental,2025-05-26,0.3474241379310345
daimler truck,2025-04-21,0.4995
daimler truck,2025-04-28,0.3404
daimler truck,2025-05-19,0.2023
daimler truck,2025-05-26,0.0
delivery hero,2025-04-28,0.8074
delivery hero,2025-05-05,0.9273
delivery hero,2025-05-12,0.39225
delivery hero,2025-05-19,0.8802
delivery hero,2025-05-26,0.5565333333333333
deutsche bank,2025-04-21,-0.16914
deutsche bank,2025-04-28,0.21333333333333335
deutsche bank,2025-05-05,0.08551666666666669
deutsche bank,2025-05-12,0.69408
deutsche bank,2025-05-19,-0.042628571428571425
deutsche bank,2025-05-26,0.6949
deutsche telekom,2025-04-28,-0.9136
e.on,2025-05-05,0.8126
hellofresh,2025-04-28,0.401
mercedes-benz group,2025-04-21,0.185475
mercedes-benz group,2025-04-28,0.7906
mercedes-benz group,2025-05-05,-0.06574999999999998
mercedes-benz group,2025-05-12,-0.10785
mercedes-benz group,2025-05-19,0.5796
mercedes-benz group,2025-05-26,-0.8591
merck,2025-04-21,-0.45693333333333336
merck,2025-04-28,-0.07627499999999998
merck,2025-05-05,0.05645
merck,2025-05-12,-0.23740000000000003
merck,2025-05-19,0.5267
merck,2025-05-26,0.61585
merck,2025-06-02,0.4723
porsche ag,2025-04-21,0.7906
porsche ag,2025-05-05,0.0
porsche ag,2025-05-12,-0.23850000000000005
rheinmetall,2025-04-21,0.28565
rheinmetall,2025-04-28,-0.4215
rheinmetall,2025-05-19,0.7003
rwe,2025-05-05,0.8126
rwe,2025-05-26,0.5574
sap,2025-04-21,0.2131307692307692
sap,2025-04-28,0.330525
sap,2025-05-05,0.5497307692307692
sap,2025-05-12,0.03361111111111109
sap,2025-05-19,0.31844999999999996
sap,2025-05-26,0.3830846153846154
sap,2025-06-02,0.4036
siemens,2025-04-21,0.6616
siemens,2025-04-28,0.609
siemens,2025-05-05,-0.030949999999999978
siemens,2025-05-12,0.72796
siemens,2025-05-19,0.7233
siemens,2025-05-26,0.2014
siemens,2025-06-02,0.4161333333333334
siemens energy,2025-04-21,0.6616
siemens energy,2025-04-28,0.7845
siemens energy,2025-05-12,0.796375
zalando,2025-05-12,-0.20638333333333336
zalando,2025-05-26,0.0
